""	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"R-HSA-5693538"	"R-HSA-5693538"	"Homology Directed Repair"	"31/1540"	"138/10899"	0.00520131387198627	0.0454764465039699	0.0368059633259736	"RPA2/CLSPN/PPP4R2/RNF168/NSD2/RNF4/RAD17/H2BC4/H2BC5/H4C8/H2BC11/H2BC12/UBE2V2/RMI1/KAT5/POLD3/H2AX/RAD51AP1/UBE2N/RAD9B/UBC/BRCA2/RFC3/RAD51/BLM/UBE2I/ERCC4/RAD51D/BRCA1/RAD51C/PCNA"	31
"R-HSA-512988"	"R-HSA-512988"	"Interleukin-3, Interleukin-5 and GM-CSF signaling"	"14/1540"	"48/10899"	0.00523712892946048	0.0454764465039699	0.0368059633259736	"PIK3CD/JAK1/PIK3CB/PIK3CA/PIK3R1/CSF2/FYN/LYN/YWHAZ/GAB2/UBC/CRK/GRB2/CRKL"	14
"R-HSA-9012999"	"R-HSA-9012999"	"RHO GTPase cycle"	"83/1540"	"449/10899"	0.00526693603327199	0.0454764465039699	0.0368059633259736	"VAMP3/MACO1/NUDC/PKN2/KCTD3/RHOQ/RND3/STAM2/CHN1/EMC3/BRK1/PLXNB1/ARL13B/CEP97/ARHGAP31/KALRN/MUC13/OSBPL11/RAB7A/ARHGEF26/PLD1/PIK3CA/LETM1/RHOH/BASP1/ERBIN/PIK3R1/FAM169A/CDC42SE2/STK10/FAF2/GFOD1/PHIP/AKAP12/DOCK4/WASL/MOSPD2/ARHGEF9/DIAPH2/ARMCX3/OCRL/BCAP31/FAM91A1/VCP/FGD3/STOM/PKN3/RHOG/SWAP70/ARHGAP1/ARAP1/MCAM/STAM/ABI1/ADD3/CPNE8/SENP1/FMNL3/NCKAP1L/LEMD3/FRS2/CCT2/BLTP3B/CKAP4/SPATA13/WASF3/FARP1/ARHGEF7/MCF2L/TMEM87A/TMOD3/PEAK1/CCP110/CYBA/TNFAIP1/CPD/ARHGAP27/GRB2/RALBP1/TXNL1/PARD6B/CDC37/GARRE1"	83
"R-HSA-1643713"	"R-HSA-1643713"	"Signaling by EGFR in Cancer"	"9/1540"	"25/10899"	0.00530056595013159	0.0454764465039699	0.0368059633259736	"TGFA/PIK3CA/BTC/PIK3R1/HBEGF/KRAS/UBC/GRB2/CDC37"	9
"R-HSA-9664565"	"R-HSA-9664565"	"Signaling by ERBB2 KD Mutants"	"9/1540"	"25/10899"	0.00530056595013159	0.0454764465039699	0.0368059633259736	"PIK3CA/BTC/ERBIN/PIK3R1/HBEGF/NRG1/KRAS/GRB2/CDC37"	9
"R-HSA-9701192"	"R-HSA-9701192"	"Defective HDR through Homologous Recombination (HRR) due to BRCA1 loss-of-function"	"9/1540"	"25/10899"	0.00530056595013159	0.0454764465039699	0.0368059633259736	"RMI1/KAT5/RAD51AP1/BRCA2/RAD51/BLM/RAD51D/BRCA1/RAD51C"	9
"R-HSA-9701193"	"R-HSA-9701193"	"Defective HDR through Homologous Recombination (HRR) due to PALB2 loss of function"	"9/1540"	"25/10899"	0.00530056595013159	0.0454764465039699	0.0368059633259736	"RMI1/KAT5/RAD51AP1/BRCA2/RAD51/BLM/RAD51D/BRCA1/RAD51C"	9
"R-HSA-9704331"	"R-HSA-9704331"	"Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function"	"9/1540"	"25/10899"	0.00530056595013159	0.0454764465039699	0.0368059633259736	"RMI1/KAT5/RAD51AP1/BRCA2/RAD51/BLM/RAD51D/BRCA1/RAD51C"	9
"R-HSA-9704646"	"R-HSA-9704646"	"Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function"	"9/1540"	"25/10899"	0.00530056595013159	0.0454764465039699	0.0368059633259736	"RMI1/KAT5/RAD51AP1/BRCA2/RAD51/BLM/RAD51D/BRCA1/RAD51C"	9
"R-HSA-6807004"	"R-HSA-6807004"	"Negative regulation of MET activity"	"8/1540"	"21/10899"	0.00572396969694974	0.0488316058892322	0.0395214321627038	"STAM2/LRIG1/STAM/UBC/USP8/GRB2/PTPN2/SH3GL1"	8
