""	"ONTOLOGY"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0046596"	"BP"	"GO:0046596"	"regulation of viral entry into host cell"	"20/4576"	"46/18903"	0.00315768709129906	0.037120109930928	0.0292052695824145	"8547/55223/286827/205860/339976/972/3123/4061/9830/10581/8519/10410/117854/85363/10346/6609/81603/5045/4261/3956"	20
"GO:0002478"	"BP"	"GO:0002478"	"antigen processing and presentation of exogenous peptide antigen"	"18/4576"	"40/18903"	0.00317910197489508	0.037146147268448	0.0292257551753423	"1520/54842/4012/972/3134/3105/3133/3127/3123/3117/3108/3111/3113/3115/1515/8722/567/1785"	18
"GO:0030866"	"BP"	"GO:0030866"	"cortical actin cytoskeleton organization"	"18/4576"	"40/18903"	0.00317910197489508	0.037146147268448	0.0292257551753423	"85369/5872/23433/10015/5357/1739/7124/2037/7430/1020/5339/112464/91010/3071/3936/382/29109/3996"	18
"GO:1901998"	"BP"	"GO:1901998"	"toxin transport"	"18/4576"	"40/18903"	0.00317910197489508	0.037146147268448	0.0292257551753423	"200186/7203/8934/339122/9276/9364/118429/54545/6950/3301/3309/664/22818/10576/23428/23256/26088/10694"	18
"GO:0071548"	"BP"	"GO:0071548"	"response to dexamethasone"	"19/4576"	"43/18903"	0.00318296698109024	0.037146147268448	0.0292257551753423	"2629/64754/8837/1373/5290/358/5327/114907/5069/445/648/2706/5106/9101/5176/1636/8313/498/5111"	19
"GO:0046488"	"BP"	"GO:0046488"	"phosphatidylinositol metabolic process"	"55/4576"	"162/18903"	0.00319961197769322	0.0372663565304482	0.0293203331253955	"5293/55650/3633/10026/10903/8394/5298/93183/5279/9926/3707/22979/253558/5333/51447/5291/5290/55300/2247/8821/54545/5295/1436/5159/5154/4952/8776/66036/3612/55529/23167/84302/8818/56623/5286/5331/7405/253430/55361/57605/9107/3356/22863/146850/94005/284098/30837/8526/9021/128869/8813/23396/5297/27124/8867"	55
"GO:0043292"	"CC"	"GO:0043292"	"contractile fiber"	"77/4763"	"242/19869"	0.00320433717534891	0.0254058161759807	0.0195151361806964	"832/127294/2275/6513/5142/91624/7170/844/91156/1465/25802/5525/5664/375/9453/6262/6546/2274/7273/23363/51719/7079/8850/776/2317/339855/10611/5530/287/171024/51778/23022/27295/8470/54545/11346/375484/8878/667/3315/2318/800/10049/1756/2316/9172/64236/56704/114907/5339/7169/7111/3611/55742/1410/6840/288/11155/59/9124/9531/10060/6334/1073/10979/23224/87/51676/29767/29766/7168/4313/342527/4077/2280/85366/10398"	77
"GO:0002062"	"BP"	"GO:0002062"	"chondrocyte differentiation"	"41/4576"	"114/18903"	0.0032048372427613	0.0372663565304482	0.0293203331253955	"1893/4209/129642/130497/2202/659/5915/7048/6474/658/6423/81792/4208/7045/309/654/1432/2737/23516/4017/6591/8840/7046/85301/4192/871/81029/6660/7480/5916/8091/3091/9321/26585/11173/8313/6662/650/8200/7040/861"	41
"GO:0031330"	"BP"	"GO:0031330"	"negative regulation of cellular catabolic process"	"79/4576"	"247/18903"	0.00322268095131754	0.0374063255646623	0.0294304576208515	"1676/65018/84879/9682/3953/9860/26191/7812/54855/9554/4170/56893/1660/3192/6201/92196/7079/1618/55254/5290/10644/57533/3184/2668/6880/3077/10919/1432/55603/10758/10643/3082/7076/2332/4105/1736/66036/6386/340371/79048/11187/258010/9638/51322/8531/120892/84749/3183/23256/6815/81892/9529/207/90427/4130/302/5371/5045/23274/9683/1459/8140/7157/140775/6774/10140/8313/7077/4864/596/1869/5476/55544/1153/6449/22933/7538/84861/706"	79
"GO:0032436"	"BP"	"GO:0032436"	"positive regulation of proteasomal ubiquitin-dependent protein catabolic process"	"35/4576"	"94/18903"	0.00323881362851684	0.0375259665375998	0.0295245884538216	"127544/2629/64326/9781/28951/7341/10425/57630/1601/153769/255488/2729/5071/90637/857/29978/10134/25897/10221/90865/7415/29979/8078/120892/4193/26259/25831/207/8554/8313/1453/6449/5886/79016/22933"	35
"GO:0046512"	"BP"	"GO:0046512"	"sphingosine biosynthetic process"	"9/4576"	"15/18903"	0.00329943076298053	0.0380231359125592	0.0299157501624164	"2629/427/10558/20/56624/653308/171546/9517/55304"	9
"GO:0046520"	"BP"	"GO:0046520"	"sphingoid biosynthetic process"	"9/4576"	"15/18903"	0.00329943076298053	0.0380231359125592	0.0299157501624164	"2629/427/10558/20/56624/653308/171546/9517/55304"	9
"GO:1904424"	"BP"	"GO:1904424"	"regulation of GTP binding"	"9/4576"	"15/18903"	0.00329943076298053	0.0380231359125592	0.0299157501624164	"3925/57326/2043/203228/26086/1203/8874/1965/9236"	9
"GO:1901657"	"BP"	"GO:1901657"	"glycosyl compound metabolic process"	"31/4576"	"81/18903"	0.00333942624175284	0.0384153283024497	0.0302243183346615	"8574/978/10327/1806/2629/7498/55347/55/55276/84869/8382/221443/22875/4907/2990/57016/2717/28992/1645/8644/56952/132/51071/2079/161823/100/54963/9582/27350/60489/4668"	31
"GO:0120034"	"BP"	"GO:0120034"	"positive regulation of plasma membrane bounded cell projection assembly"	"40/4576"	"111/18903"	0.00342926281591048	0.0393784510875139	0.0309820817311361	"79647/26052/10602/23433/55704/55845/51364/5290/3064/202018/9662/5295/100506658/2150/324/1809/6624/221908/8976/538/139818/2332/7046/10807/64787/116985/51196/22873/7043/3320/9738/146206/54849/90410/84299/9842/1785/2909/79734/11135"	40
"GO:0072665"	"BP"	"GO:0072665"	"protein localization to vacuole"	"30/4576"	"78/18903"	0.0035347236741503	0.0405172418307406	0.0318780567354068	"7805/2633/6272/10542/112770/7107/9648/10254/23677/7879/950/7128/57154/9179/79589/3920/137492/64089/51271/23230/7251/8027/8031/26985/4074/144577/22863/22879/8943/11133"	30
"GO:0006767"	"BP"	"GO:0006767"	"water-soluble vitamin metabolic process"	"25/4576"	"62/18903"	0.00358993201889964	0.0410769841309973	0.032318449417597	"6513/10327/80308/10797/27249/80704/55/56922/2729/8876/8875/29968/9446/119391/6515/160428/326625/171425/79178/4363/55163/80025/9962/51293/6948"	25
"GO:0016363"	"CC"	"GO:0016363"	"nuclear matrix"	"44/4763"	"126/19869"	0.00361803751217509	0.028396112595556	0.0218120921786632	"6421/6281/4000/6041/3192/25909/1788/790/55137/8520/23314/4968/6304/3280/1609/10296/6002/10409/1161/6678/6732/55274/5422/10735/10565/7431/3856/11260/8089/9612/7011/26277/1073/22938/302/5371/641/7041/7157/1051/6597/59348/6598/22880"	44
"GO:0042593"	"BP"	"GO:0042593"	"glucose homeostasis"	"79/4576"	"248/18903"	0.00362661908561657	0.0413469754891051	0.0325308725600159	"83667/5563/3953/2730/6814/6566/200186/7391/25874/51094/8609/26154/3488/5798/5468/5894/26137/51714/5290/7466/2044/5530/5562/5019/5295/1946/648791/3123/2729/9324/51167/2852/3569/5799/5165/23516/8840/10497/80010/5727/2844/2021/5080/572/10524/5547/143686/9854/80201/6934/22841/79602/5213/55198/2308/8660/5106/5836/3091/207/9990/25942/4828/1535/9501/5176/6774/252983/1636/5771/3643/9230/6597/5566/2867/54795/6598/91355/25825"	79
"GO:0034504"	"BP"	"GO:0034504"	"protein localization to nucleus"	"95/4576"	"306/18903"	0.00363278300633864	0.0413469754891051	0.0325308725600159	"83667/80149/84455/10542/56957/4000/7203/3068/163590/26092/2752/5743/83593/183/3192/5534/25885/7341/868/3059/3836/7545/4487/5530/9631/5295/1495/8878/1871/5514/1432/1026/23607/10758/2534/6950/2737/9883/1020/10049/55916/2316/1736/5569/6788/10210/7295/25792/23511/10413/4321/84897/81603/9531/120892/4193/10576/114882/55198/9478/26524/9818/9201/51569/3843/3621/79711/5587/4792/10979/6495/3320/207/11261/26108/5371/25942/10073/55027/23568/7157/26022/6774/1277/6662/55612/655/10347/7040/400916/3976/29775/25777/27341/10694"	95
"GO:0071375"	"BP"	"GO:0071375"	"cellular response to peptide hormone stimulus"	"95/4576"	"306/18903"	0.00363278300633864	0.0413469754891051	0.0325308725600159	"6339/84275/57085/6548/3716/54741/8412/10768/5872/6464/51043/7391/4921/51094/183/23433/3553/8837/1373/55022/5468/8850/185/5290/1909/5562/5295/1393/324/6690/896/2729/55023/5167/2852/3624/3484/7532/857/3638/23516/23484/5327/4067/760/5747/3297/23189/55667/8013/2844/10999/445/5286/2101/143686/23235/1979/5791/23371/114882/490/55198/2706/2308/9882/8660/328/5106/376267/4149/677/6430/207/2200/4644/64506/55829/2303/1535/1398/990/6774/3690/252983/2885/9021/201475/11031/5771/27131/3643/7297/9518/80339"	95
"GO:0062012"	"BP"	"GO:0062012"	"regulation of small molecule metabolic process"	"104/4576"	"339/18903"	0.00365730198724728	0.0415526268110176	0.0326926744056357	"9563/978/65018/26119/83667/2170/84879/10269/5563/205/3953/405/1196/11266/5743/51094/5208/9926/5629/55657/3553/5163/55022/3269/5468/8850/26137/5028/1609/5978/134145/1601/5562/57486/134429/2246/972/648791/654/7124/60481/51805/57673/5071/2852/3486/51024/857/10447/51422/3638/7114/5165/60343/11160/6591/158219/7415/301/195827/8013/10999/23413/133/27122/572/1374/5031/84649/8644/10059/55198/9612/2308/144811/3356/10464/171425/8660/9056/90673/3091/207/10776/64410/55829/339123/51451/1066/7157/9611/6774/672/1353/6662/114897/5771/80025/650/3643/51293/348/7376/706"	104
"GO:0014812"	"BP"	"GO:0014812"	"muscle cell migration"	"39/4576"	"108/18903"	0.00366889761508047	0.0416109831625852	0.0327385878736332	"79647/51177/6282/4921/10092/183/3488/5361/9353/4208/5159/5154/3486/5054/9732/538/5327/3037/10221/8840/301/8013/1902/7099/55742/4192/5031/5592/4035/328/6495/80031/7168/1398/3690/1636/596/9294/9510"	39
"GO:0005793"	"CC"	"GO:0005793"	"endoplasmic reticulum-Golgi intermediate compartment"	"46/4763"	"133/19869"	0.00367696764765963	0.0285700386223153	0.021945691118137	"3633/8613/50999/9554/1604/29097/149111/90411/7039/9262/2335/6091/2804/285704/11282/4245/4121/10282/6399/10134/23259/5862/23071/3309/6836/4925/79056/81876/871/7405/51290/121665/2706/9107/55757/64841/10972/9321/5265/11261/290/9780/51226/1453/5771/11018"	46
"GO:1903706"	"BP"	"GO:1903706"	"regulation of hemopoiesis"	"124/4576"	"413/18903"	0.00370917482631308	0.0417907427769858	0.0328800187047479	"56998/80149/64769/55170/1435/914/4853/10401/405/10456/51043/149041/338382/11221/3707/7107/114548/56603/84695/27177/2736/7130/84289/7048/1230/54681/27086/64332/3059/399/5530/51176/57630/3148/29102/5295/4208/4015/6932/972/9308/8365/10385/3106/7124/3123/3111/1432/27154/8876/55274/222166/3624/2737/1021/5764/6604/56892/6591/4067/9760/8767/10221/4609/3297/301/7099/54542/4192/55626/572/56834/2101/10524/84959/3601/6935/23522/57178/84293/101/7480/5916/3071/9840/53342/56339/4323/22985/55012/4792/6655/3091/677/23186/4212/567/2200/80349/64410/3566/146850/2124/6348/1440/6774/5578/5771/10892/182/100/1051/116151/8943/6597/84807/7538/558/7040/6598/3976/10766/23774/861"	124
"GO:0006354"	"BP"	"GO:0006354"	"DNA-templated transcription elongation"	"77/4576"	"241/18903"	0.00370920814710662	0.0417907427769858	0.0328800187047479	"23261/2275/79647/10401/65123/4582/55249/54856/3068/1660/25896/5784/3192/64216/23160/55818/2274/4664/7428/85403/8850/116931/165918/9079/80306/8819/22936/7919/9477/9774/55274/58160/6604/9189/9282/8409/9968/55174/3084/55656/90390/11168/10524/9049/4863/23522/170394/55729/121536/9412/904/10102/8091/694/23389/84678/11198/55837/10001/8110/8812/23168/81556/8554/80349/50810/7041/51003/51755/9969/11047/10025/84337/51586/6598/2130/23492"	77
"GO:0006665"	"BP"	"GO:0006665"	"sphingolipid metabolic process"	"55/4576"	"163/18903"	0.00371069619193354	0.0417907427769858	0.0328800187047479	"347735/5538/8613/81849/29956/2629/8703/8560/8708/375298/94101/26154/129807/151742/8706/27163/166929/7368/5562/79993/5515/2760/4758/60481/6785/57515/2717/427/5168/6482/10558/7357/20/6609/3995/221/56624/259230/653308/142891/83401/2583/9375/5587/171546/9517/6483/242/59344/10400/29906/2531/55304/8612/4668"	55
"GO:0035966"	"BP"	"GO:0035966"	"response to topologically incorrect protein"	"55/4576"	"163/18903"	0.00371069619193354	0.0417907427769858	0.0328800187047479	"118424/27129/1491/11080/148327/22926/467/5610/23190/54431/84236/55768/7466/8988/5295/202052/23197/5071/3315/4189/80311/10013/23471/55284/3297/3301/25822/7415/23071/153090/3309/90993/3338/871/10133/51182/9531/7009/11153/10808/387923/55757/84899/30001/3306/1965/3320/55829/51283/267/5771/55741/10347/7353/6782"	55
"GO:0006469"	"BP"	"GO:0006469"	"negative regulation of protein kinase activity"	"70/4576"	"216/18903"	0.00373481266825268	0.04193344371301	0.0329922925992489	"55450/2048/26191/103/2629/5997/11221/64853/183/64754/80851/28951/6546/3553/5468/9467/8850/1849/868/5291/7345/6423/836/324/6879/1843/56940/1026/5570/7128/11116/5575/3315/7532/857/494551/51422/10251/4067/5569/10221/5339/3301/2776/153090/6609/7251/9479/84959/27250/80824/26524/3843/58533/51637/207/11261/140775/1845/5573/5771/6317/650/55861/655/1032/348/84335/9647/104"	70
"GO:0071479"	"BP"	"GO:0071479"	"cellular response to ionizing radiation"	"29/4576"	"75/18903"	0.00373733453013272	0.04193344371301	0.0329922925992489	"10269/3428/25896/10010/51776/6423/1432/1026/2002/6591/3297/3309/79073/10413/1410/3014/10635/4193/144715/675/3981/5888/54617/641/1535/7157/672/2885/1785"	29
"GO:0030042"	"BP"	"GO:0030042"	"actin filament depolymerization"	"24/4576"	"59/18903"	0.00374289508459807	0.04193344371301	0.0329922925992489	"832/829/25802/119/822/5290/118/9948/57482/9037/2150/136319/7111/23075/9645/6840/120/1073/6710/29767/29766/146206/57553/11078"	24
"GO:0009895"	"BP"	"GO:0009895"	"negative regulation of catabolic process"	"102/4576"	"332/18903"	0.00378255165718058	0.042304162804787	0.033283966062362	"1676/65018/84879/9682/3953/9860/26191/7812/54855/9554/4170/56893/9191/1660/134/56776/3192/6201/51374/238/3553/92196/5270/7079/1618/55254/5290/10644/57533/3184/2668/5562/6880/3077/7124/10919/1432/55603/10758/2534/10643/1956/3082/7076/2332/4105/2316/1736/66036/3084/6386/55353/340371/79048/210/153090/11187/258010/9638/51322/8531/120892/84749/338442/23077/3183/23256/6815/81892/9529/207/90427/4130/302/5371/5045/23274/9683/1459/1728/11345/8140/83547/7157/9611/140775/6774/10140/8313/7077/4864/596/9491/1869/5476/55544/1153/6449/22933/7538/84861/706"	102
"GO:0035994"	"BP"	"GO:0035994"	"response to muscle stretch"	"13/4576"	"26/18903"	0.0038442947398235	0.0427113555368198	0.0336043361672229	"6548/3725/4921/6262/6546/7273/5894/5290/1432/1756/5747/4792/1000"	13
"GO:1902455"	"BP"	"GO:1902455"	"negative regulation of stem cell population maintenance"	"13/4576"	"26/18903"	0.0038442947398235	0.0427113555368198	0.0336043361672229	"3065/5928/51742/8819/5931/4017/51123/80312/64426/3621/84312/25942/655"	13
"GO:1903798"	"BP"	"GO:1903798"	"regulation of miRNA maturation"	"13/4576"	"26/18903"	0.0038442947398235	0.0427113555368198	0.0336043361672229	"80149/10269/5530/7124/389421/3569/1956/142940/9612/7157/9611/6774/7040"	13
"GO:0009410"	"BP"	"GO:0009410"	"response to xenobiotic stimulus"	"129/4576"	"432/18903"	0.00384548062889716	0.0427113555368198	0.0336043361672229	"5563/3725/5142/1429/8412/2730/2948/2946/2944/9447/5743/2052/6868/1788/6546/7039/56603/4862/284996/3553/316/1373/4968/7079/7048/57552/952/7345/5978/113612/3033/6423/836/2180/134147/6507/5562/5019/10309/1393/4208/5122/5066/4015/7320/670/7172/7124/10919/2941/2729/9474/10758/6648/5154/3624/4176/10/4824/7976/4067/8989/4609/3297/6505/5727/210/3309/2022/445/64170/20/6609/4192/572/9049/1374/11309/1645/9446/119391/2026/904/3071/143/3356/10257/328/1603/5228/10858/3320/2567/5888/21/18/4363/6817/79001/4313/8824/80777/1728/1535/7157/5198/90313/314/3690/3675/1277/8714/1636/4864/6760/596/54498/5111/1869/7150/57468/4773/6915/5141/10587/1399/9647/23492/706"	129
"GO:0048705"	"BP"	"GO:0048705"	"skeletal system morphogenesis"	"73/4576"	"227/18903"	0.00386696800056108	0.0428760892592332	0.0337339449636772	"9249/10269/27173/7059/4209/5396/130497/56603/389058/3236/3234/3232/3233/4664/23314/659/5915/7048/6474/1739/4487/57728/658/4208/2201/309/2296/654/1432/10370/3201/2737/1749/3638/55112/9968/649/6781/2260/4325/3037/7046/85301/871/648/6935/1305/59338/7289/6660/7480/5916/338773/4323/6495/4522/7043/1112/9321/26585/4313/51741/2303/3975/3212/3213/3217/1277/8313/6662/655/54/91355"	73
"GO:0001836"	"BP"	"GO:0001836"	"release of cytochrome c from mitochondria"	"23/4576"	"56/18903"	0.00389035582269841	0.0430612924567408	0.0338796586838358	"65018/2537/10962/4000/56947/26355/6648/5071/2852/3082/51024/572/10105/27069/664/10059/599/207/90427/8996/7157/596/5329"	23
"GO:0005767"	"CC"	"GO:0005767"	"secondary lysosome"	"10/4763"	"18/19869"	0.00389756068003308	0.0299842044394624	0.0230319635808104	"1393/8878/3920/2495/8031/101/120892/9842/2548/2512"	10
"GO:0060411"	"BP"	"GO:0060411"	"cardiac septum morphogenesis"	"28/4576"	"72/18903"	0.00394665574074584	0.0435401755638254	0.0342564331671791	"9249/4853/5629/659/7048/7474/6091/3280/53834/7468/9353/3516/6586/10370/8701/55636/23462/23414/7046/2022/55742/4193/6926/7157/54903/6909/182/655"	28
"GO:0007044"	"BP"	"GO:0007044"	"cell-substrate junction assembly"	"35/4576"	"95/18903"	0.00395389672537067	0.0435401755638254	0.0342564331671791	"6548/1307/10420/8394/6281/3915/3987/3655/2335/2042/90102/22998/1946/56940/667/5796/7205/10395/5747/5339/1308/3678/8874/4323/84962/10979/87/26585/79834/1845/3690/3909/596/9647/613"	35
"GO:0014909"	"BP"	"GO:0014909"	"smooth muscle cell migration"	"35/4576"	"95/18903"	0.00395389672537067	0.0435401755638254	0.0342564331671791	"6282/4921/10092/183/3488/5361/9353/4208/5159/5154/3486/5054/9732/538/5327/3037/10221/8840/8013/1902/7099/55742/4192/5031/5592/4035/328/80031/7168/1398/3690/1636/596/9294/9510"	35
"GO:0110148"	"BP"	"GO:0110148"	"biomineralization"	"60/4576"	"181/18903"	0.00396376644774929	0.0435743744989776	0.0342833401219918	"10269/79971/1893/7286/4921/5743/134/130497/51374/6546/26504/659/1230/6696/658/166929/56172/4208/84059/4015/2201/654/55603/4907/5167/56975/51119/1278/5764/6522/55787/54880/23462/55151/6786/55366/5818/5552/9562/7421/7480/490/338773/3091/7043/26585/645811/6348/4077/1277/8313/6662/650/100/1051/655/22904/7040/54795/24144"	60
"GO:0097386"	"CC"	"GO:0097386"	"glial cell projection"	"17/4763"	"38/19869"	0.00396552660002464	0.0302079820413642	0.0232038553376055	"65018/23585/2752/1261/2534/2332/6505/114134/9498/2706/10810/3936/1965/9289/4137/10347/22933"	17
"GO:0044262"	"BP"	"GO:0044262"	"cellular carbohydrate metabolic process"	"92/4576"	"296/18903"	0.00400974734815984	0.0439919625318172	0.0346118890162748	"5226/83667/83931/3633/10269/55277/3953/9653/178/1196/11266/5321/51094/5208/55657/3795/5163/3417/8864/3269/8850/9942/5210/55347/256356/2992/5028/1609/55276/950/8821/3572/57486/648791/51805/5167/5071/2852/3486/2990/10447/51422/5165/2710/89801/4952/4204/60343/79660/55790/9821/3612/3037/10020/414328/64768/56623/572/5031/84649/55454/80201/23710/5213/2308/8660/90673/5106/5836/207/2595/2585/10776/3418/55829/51451/5257/3038/7157/9611/6774/1353/114897/2548/55556/5771/5509/3643/2997/3036/27124/8867"	92
"GO:0006890"	"BP"	"GO:0006890"	"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum"	"22/4576"	"53/18903"	0.00402906828527975	0.0439919625318172	0.0346118890162748	"8613/9554/55204/1314/378/9276/3064/53407/64083/381/5870/7405/51290/22818/23256/10972/10749/51226/10079/55850/23760/11015"	22
"GO:0052372"	"BP"	"GO:0052372"	"modulation by symbiont of entry into host"	"22/4576"	"53/18903"	0.00402906828527975	0.0439919625318172	0.0346118890162748	"8547/55223/286827/3576/205860/339976/972/3123/857/4061/9830/10581/8519/10410/117854/85363/10346/6609/81603/5045/4261/3956"	22
"GO:0060071"	"BP"	"GO:0060071"	"Wnt signaling pathway, planar cell polarity pathway"	"22/4576"	"53/18903"	0.00402906828527975	0.0439919625318172	0.0346118890162748	"4919/1952/1951/7474/6423/1601/5754/22881/57154/9968/7976/115908/22943/10082/51339/1856/54903/64750/57664/84133/9620/7074"	22
"GO:0043025"	"CC"	"GO:0043025"	"neuronal cell body"	"145/4763"	"497/19869"	0.00403519672369532	0.0304402704302064	0.0233822845409836	"2048/23585/3065/23154/5538/5792/5563/79739/3749/9939/9900/3782/477/2752/51022/134/824/5664/790/6546/6509/10505/1261/3676/5136/5798/2043/92737/5868/4345/2596/4311/5274/57537/7345/2555/2044/23001/9693/836/8470/4651/6507/5562/3672/3572/1393/5122/5066/11346/10146/821/7124/114327/60481/9590/22853/57154/1020/2002/10013/3750/538/1821/10857/2332/3897/3054/2316/2664/7976/27067/6505/203228/1902/25861/153090/2021/445/9479/5024/349667/6520/1410/23621/4900/9638/55361/143187/57698/2288/3736/2026/6515/120892/81539/54407/9498/23371/490/5025/3356/8874/29966/6252/7043/79890/51218/3320/1152/4692/4130/79641/267/10300/1728/1535/10381/5176/5048/9513/4642/57125/4137/55273/3759/80023/7150/57468/374291/5802/3643/773/23373/22933/478/3783/348/54795/3748/10587/9127/83999/25814/23774"	145
"GO:0033500"	"BP"	"GO:0033500"	"carbohydrate homeostasis"	"79/4576"	"249/18903"	0.00407384222848643	0.0443949803025197	0.0349289743552399	"83667/5563/3953/2730/6814/6566/200186/7391/25874/51094/8609/26154/3488/5798/5468/5894/26137/51714/5290/7466/2044/5530/5562/5019/5295/1946/648791/3123/2729/9324/51167/2852/3569/5799/5165/23516/8840/10497/80010/5727/2844/2021/5080/572/10524/5547/143686/9854/80201/6934/22841/79602/5213/55198/2308/8660/5106/5836/3091/207/9990/25942/4828/1535/9501/5176/6774/252983/1636/5771/3643/9230/6597/5566/2867/54795/6598/91355/25825"	79
"GO:0050714"	"BP"	"GO:0050714"	"positive regulation of protein secretion"	"45/4576"	"129/18903"	0.00407976223829427	0.0443949803025197	0.0349289743552399	"79971/55204/25874/2752/5208/3552/7273/5468/952/64083/5019/2150/5122/654/3123/23607/7430/2852/94121/2182/8754/10497/7099/572/9854/55691/6934/101/10059/5213/338442/8660/5106/382/3091/10972/7043/18/9501/57555/7040/3783/54795/7376/945"	45
"GO:0072012"	"BP"	"GO:0072012"	"glomerulus vasculature development"	"14/4576"	"29/18903"	0.00410847123683345	0.0445581557912876	0.035057357168426	"4853/130497/8837/3280/1909/5159/358/285/59/2303/3690/655/4854/2828"	14
"GO:0043473"	"BP"	"GO:0043473"	"pigmentation"	"40/4576"	"112/18903"	0.0041085912045987	0.0445581557912876	0.035057357168426	"23557/8934/5861/9839/129880/55686/130340/79083/56999/84343/55330/1909/4208/63971/5167/10981/6648/2737/1174/357/538/6591/11234/4647/23682/26985/83938/4948/26258/4644/164/4157/6909/596/8943/126321/9230/89781/162/25825"	40
"GO:0043242"	"BP"	"GO:0043242"	"negative regulation of protein-containing complex disassembly"	"31/4576"	"82/18903"	0.00414453955538817	0.0448336342170088	0.0352740974125226	"832/829/56893/23271/25802/119/822/55254/5290/118/57482/324/7124/136319/10013/7111/157922/23075/6588/6840/120/6710/146057/29767/29766/50810/23274/10300/146206/10297/11078"	31
"GO:0060966"	"BP"	"GO:0060966"	"regulation of gene silencing by RNA"	"21/4576"	"50/18903"	0.00415502788244397	0.0448336342170088	0.0352740974125226	"80149/10269/103/1660/5468/8994/5530/7124/389421/3569/1956/2332/10984/142940/9612/84962/7157/9611/6774/7538/7040"	21
"GO:0014015"	"BP"	"GO:0014015"	"positive regulation of gliogenesis"	"27/4576"	"69/18903"	0.00416183068329265	0.0448336342170088	0.0352740974125226	"3065/3553/5270/3280/3572/7124/3569/5764/4204/4067/90865/4192/23529/26011/22891/1959/3845/10419/23405/8140/9423/650/1869/7040/3976/706/8867"	27
"GO:0032835"	"BP"	"GO:0032835"	"glomerulus development"	"27/4576"	"69/18903"	0.00416183068329265	0.0448336342170088	0.0352740974125226	"4853/130497/8837/3913/3280/5530/2028/1909/10409/4208/5159/2296/100133941/358/5420/285/55366/59/51196/2303/3975/3690/596/182/655/4854/2828"	27
"GO:0016575"	"BP"	"GO:0016575"	"histone deacetylation"	"37/4576"	"102/18903"	0.00419755600459988	0.0450902470625759	0.0354759946414652	"65018/3065/5928/6421/55170/57459/51043/8864/10474/79885/1487/5978/817/8467/55809/6907/5931/10013/55869/9643/5599/120892/64426/5587/84312/51562/91748/122953/23186/9112/25942/10933/112869/7157/1107/53615/22933"	37
"GO:0006085"	"BP"	"GO:0006085"	"acetyl-CoA biosynthetic process"	"10/4576"	"18/18903"	0.00420664987342566	0.0450902470625759	0.0354759946414652	"79717/25874/5163/5160/5165/8050/1737/84532/55902/23181"	10
"GO:0019896"	"BP"	"GO:0019896"	"axonal transport of mitochondrion"	"10/4576"	"18/18903"	0.00420664987342566	0.0450902470625759	0.0354759946414652	"66008/7345/10013/51566/55638/23287/9638/55860/3091/4137"	10
"GO:0001843"	"BP"	"GO:0001843"	"neural tube closure"	"34/4576"	"92/18903"	0.00421796955170061	0.0451364781595603	0.0355123682312265	"8543/6201/26160/54910/7474/57545/10427/6423/836/5754/10370/9968/10395/7976/115908/23552/5727/9355/133/7289/5916/317/84678/25831/4522/23059/1856/54903/5566/7040/2909/8463/9620/23654"	34
"GO:0046677"	"BP"	"GO:0046677"	"response to antibiotic"	"20/4576"	"47/18903"	0.0042633225213534	0.0454509987495395	0.0357598259741226	"6548/3716/5321/836/6507/4208/10919/51167/538/3309/2021/1374/7390/4193/2706/3320/4261/79001/7157/8639"	20
"GO:1902459"	"BP"	"GO:1902459"	"positive regulation of stem cell population maintenance"	"20/4576"	"47/18903"	0.0042633225213534	0.0454509987495395	0.0357598259741226	"3065/5928/51742/81606/5978/8819/55274/5931/10413/80312/64426/84678/3621/84312/25942/9274/6760/8202/6597/6598"	20
"GO:0009306"	"BP"	"GO:0009306"	"protein secretion"	"109/4576"	"359/18903"	0.00426852751373353	0.0454509987495395	0.0357598259741226	"79971/6814/6566/2029/55204/5872/55585/25874/2752/5208/3552/3553/3557/55240/7273/8609/26154/5798/7857/8864/5468/5894/4345/9515/51714/3592/952/5978/2044/5530/3033/64083/5019/2149/2150/153339/5122/5066/1946/821/654/7124/3123/84300/23607/9324/51167/134957/7430/5071/2852/3569/1174/5799/94121/2182/8754/10497/301/5125/19/7099/9066/572/1374/9854/55691/64215/818/6934/22841/101/4074/10059/5213/338442/2308/8660/5106/382/3091/376267/4053/10972/7043/6400/26258/18/780776/164/9501/5048/57555/3996/51030/284119/252983/201475/9230/7040/3783/348/54795/57333/7376/945/91355/162/5211"	109
"GO:0016529"	"CC"	"GO:0016529"	"sarcoplasmic reticulum"	"28/4763"	"73/19869"	0.00428096382259566	0.031983739328431	0.0245678794272443	"178/2946/10456/844/6262/7498/3708/55214/817/54545/7905/781/444/56704/55151/10585/6786/79073/6588/288/818/3709/488/9472/23224/8996/489/2280"	28
"GO:0009126"	"BP"	"GO:0009126"	"purine nucleoside monophosphate metabolic process"	"19/4576"	"44/18903"	0.00434796268111991	0.0460683809075238	0.0362455684030339	"205/271/260425/159/7498/3615/8833/1739/10606/1633/4907/221264/3614/5634/132/51292/122622/5198/100"	19
